month_key,postcode,region_id,inbound_volume
2025-02,S1703,17,7417
2025-02,S1704,17,12224
2025-02,S1801,18,23838
2025-02,S1802,18,6657
2025-02,S1803,18,22196
2025-02,S1804,18,16658
2025-02,S1901,19,1413
2025-02,S1902,19,13256
2025-02,S1903,19,11833
2025-02,S1904,19,7414
2025-02,S2001,20,9215
2025-02,S2002,20,6688
2025-02,S2003,20,8845
2025-02,S2004,20,10157
2025-02,S2101,21,3567
2025-02,S2102,21,2198
2025-02,S2103,21,7195
2025-02,S2104,21,6036
2025-02,S2201,22,5025
2025-02,S2202,22,21257
2025-02,S2203,22,6662
2025-02,S2204,22,914
2025-02,S2301,23,996
2025-02,S2302,23,1970
2025-02,S2303,23,3025
2025-02,S2304,23,3529
2025-02,S2401,24,608
2025-02,S2402,24,3463
2025-02,S2403,24,3654
2025-02,S2404,24,762
2025-02,S2501,25,5674
2025-02,S2502,25,4219
2025-02,S2503,25,10854
2025-02,S2504,25,5794
2025-03,S0101,1,20413
2025-03,S0102,1,24785
2025-03,S0103,1,6939
2025-03,S0104,1,21709
2025-03,S0201,2,10235
2025-03,S0202,2,14675
2025-03,S0203,2,13041
2025-03,S0204,2,7374
2025-03,S0301,3,7009
2025-03,S0302,3,2626
2025-03,S0303,3,4389
2025-03,S0304,3,7959
2025-03,S0401,4,102
2025-03,S0402,4,15262
2025-03,S0403,4,36088
2025-03,S0404,4,10230
2025-03,S0501,5,10050
2025-03,S0502,5,19193
2025-03,S0503,5,17309
2025-03,S0504,5,4301
2025-03,S0601,6,2947
2025-03,S0602,6,4317
2025-03,S0603,6,15232
2025-03,S0604,6,9133
2025-03,S0701,7,16063
2025-03,S0702,7,9336
2025-03,S0703,7,3975
2025-03,S0704,7,7198
2025-03,S0801,8,3734
2025-03,S0802,8,4169
2025-03,S0803,8,3494
2025-03,S0804,8,6341
2025-03,S0901,9,16449
2025-03,S0902,9,9971
2025-03,S0903,9,11591
2025-03,S0904,9,6586
2025-03,S1001,10,5032
2025-03,S1002,10,1906
2025-03,S1003,10,15037
2025-03,S1004,10,793
2025-03,S1101,11,6626
2025-03,S1102,11,13107
2025-03,S1103,11,4463
2025-03,S1104,11,6229
2025-03,S1201,12,2703
2025-03,S1202,12,5554
2025-03,S1203,12,6505
2025-03,S1204,12,21247
2025-03,S1301,13,7175
2025-03,S1302,13,4756
2025-03,S1303,13,10975
2025-03,S1304,13,19356
2025-03,S1401,14,5958
2025-03,S1402,14,4884
2025-03,S1403,14,7854
2025-03,S1404,14,9076
2025-03,S1501,15,15646
2025-03,S1502,15,11662
2025-03,S1503,15,15169
2025-03,S1504,15,4840
2025-03,S1601,16,4689
2025-03,S1602,16,3583
2025-03,S1603,16,4337
2025-03,S1604,16,16290
2025-03,S1701,17,5648
2025-03,S1702,17,15707
2025-03,S1703,17,8359
2025-03,S1704,17,7365
2025-03,S1801,18,14118
2025-03,S1802,18,8806
2025-03,S1803,18,20669
2025-03,S1804,18,39234
2025-03,S1901,19,17262
2025-03,S1902,19,9085
2025-03,S1903,19,1361
2025-03,S1904,19,12906
2025-03,S2001,20,7451
2025-03,S2002,20,13493
2025-03,S2003,20,5639
2025-03,S2004,20,15086
2025-03,S2101,21,9092
2025-03,S2102,21,2288
2025-03,S2103,21,6995
2025-03,S2104,21,3889
2025-03,S2201,22,4707
2025-03,S2202,22,13377
2025-03,S2203,22,13125
2025-03,S2204,22,9301
2025-03,S2301,23,5347
2025-03,S2302,23,659
2025-03,S2303,23,2826
2025-03,S2304,23,2397
2025-03,S2401,24,552
2025-03,S2402,24,2879
2025-03,S2403,24,5311
2025-03,S2404,24,1248
2025-03,S2501,25,13825
2025-03,S2502,25,6616
2025-03,S2503,25,4216
2025-03,S2504,25,6047
2025-04,S0101,1,43478
2025-04,S0102,1,17989
2025-04,S0103,1,7705
2025-04,S0104,1,3534
2025-04,S0201,2,3123
2025-04,S0202,2,8775
2025-04,S0203,2,24196
2025-04,S0204,2,7907
2025-04,S0301,3,8233
2025-04,S0302,3,8437
2025-04,S0303,3,2889
2025-04,S0304,3,1670
2025-04,S0401,4,17261
2025-04,S0402,4,11326
2025-04,S0403,4,9824
2025-04,S0404,4,22415
2025-04,S0501,5,22169
2025-04,S0502,5,9391
2025-04,S0503,5,1312
2025-04,S0504,5,17683
2025-04,S0601,6,6078
2025-04,S0602,6,7576
2025-04,S0603,6,9565
2025-04,S0604,6,7846
2025-04,S0701,7,9140
2025-04,S0702,7,16427
2025-04,S0703,7,1397
2025-04,S0704,7,8970
2025-04,S0801,8,8784
2025-04,S0802,8,3544
2025-04,S0803,8,3457
2025-04,S0804,8,1582
2025-04,S0901,9,9659
2025-04,S0902,9,17236
2025-04,S0903,9,3736
2025-04,S0904,9,13345
2025-04,S1001,10,4977
2025-04,S1002,10,8093
2025-04,S1003,10,6266
2025-04,S1004,10,2689
2025-04,S1101,11,2744
2025-04,S1102,11,18937
2025-04,S1103,11,4800
2025-04,S1104,11,3436
2025-04,S1201,12,11709
2025-04,S1202,12,5764
2025-04,S1203,12,9202
2025-04,S1204,12,8782
2025-04,S1301,13,14989
2025-04,S1302,13,3613
2025-04,S1303,13,13105
2025-04,S1304,13,10522
2025-04,S1401,14,3425
2025-04,S1402,14,14807
2025-04,S1403,14,4499
2025-04,S1404,14,4449
2025-04,S1501,15,8082
2025-04,S1502,15,6100
2025-04,S1503,15,25388
2025-04,S1504,15,7391
2025-04,S1601,16,6072
2025-04,S1602,16,5199
2025-04,S1603,16,12043
2025-04,S1604,16,5146
2025-04,S1701,17,4347
2025-04,S1702,17,1815
2025-04,S1703,17,15432
2025-04,S1704,17,14933
2025-04,S1801,18,38798
2025-04,S1802,18,6376
2025-04,S1803,18,14383
2025-04,S1804,18,21903
2025-04,S1901,19,11328
2025-04,S1902,19,19951
2025-04,S1903,19,6234
2025-04,S1904,19,2420
2025-04,S2001,20,11808
2025-04,S2002,20,9264
2025-04,S2003,20,6353
2025-04,S2004,20,14063
2025-04,S2101,21,2812
2025-04,S2102,21,9635
2025-04,S2103,21,8141
2025-04,S2104,21,1684
2025-04,S2201,22,4555
2025-04,S2202,22,20339
2025-04,S2203,22,10275
2025-04,S2204,22,4373
2025-04,S2301,23,1378
2025-04,S2302,23,1268
2025-04,S2303,23,5184
2025-04,S2304,23,3060
2025-04,S2401,24,885
2025-04,S2402,24,1672
2025-04,S2403,24,1452
2025-04,S2404,24,5698
2025-04,S2501,25,6683
2025-04,S2502,25,10561
2025-04,S2503,25,5772
2025-04,S2504,25,7454
2025-05,S0101,1,15800
2025-05,S0102,1,23348
2025-05,S0103,1,26718
2025-05,S0104,1,13198
2025-05,S0201,2,21246
2025-05,S0202,2,15761
2025-05,S0203,2,8294
2025-05,S0204,2,2076
2025-05,S0301,3,2215
2025-05,S0302,3,5970
2025-05,S0303,3,9213
2025-05,S0304,3,5325
2025-05,S0401,4,19522
2025-05,S0402,4,16355
2025-05,S0403,4,10625
2025-05,S0404,4,19098
2025-05,S0501,5,7978
2025-05,S0502,5,20259
2025-05,S0503,5,11417
2025-05,S0504,5,14390
2025-05,S0601,6,1452
2025-05,S0602,6,14957
2025-05,S0603,6,11705
2025-05,S0604,6,5007
2025-05,S0701,7,10222
2025-05,S0702,7,20680
2025-05,S0703,7,6372
2025-05,S0704,7,1309
2025-05,S0801,8,4049
2025-05,S0802,8,5299
2025-05,S0803,8,574
2025-05,S0804,8,8461
2025-05,S0901,9,8720
2025-05,S0902,9,4173
2025-05,S0903,9,2257
2025-05,S0904,9,31557
2025-05,S1001,10,3712
2025-05,S1002,10,805
2025-05,S1003,10,9936
2025-05,S1004,10,8983
2025-05,S1101,11,1181
2025-05,S1102,11,6424
2025-05,S1103,11,18172
2025-05,S1104,11,6205
2025-05,S1201,12,4523
2025-05,S1202,12,7460
2025-05,S1203,12,19648
2025-05,S1204,12,6182
2025-05,S1301,13,10774
2025-05,S1302,13,968
2025-05,S1303,13,29064
2025-05,S1304,13,4584
2025-05,S1401,14,4111
2025-05,S1402,14,15026
2025-05,S1403,14,4225
2025-05,S1404,14,5610
2025-05,S1501,15,6575
2025-05,S1502,15,23847
2025-05,S1503,15,6823
2025-05,S1504,15,12856
2025-05,S1601,16,7793
2025-05,S1602,16,12251
2025-05,S1603,16,7645
2025-05,S1604,16,2924
2025-05,S1701,17,7515
2025-05,S1702,17,9936
2025-05,S1703,17,10816
2025-05,S1704,17,10732
2025-05,S1801,18,10506
2025-05,S1802,18,14627
2025-05,S1803,18,28576
2025-05,S1804,18,34634
2025-05,S1901,19,12575
2025-05,S1902,19,11230
2025-05,S1903,19,9031
2025-05,S1904,19,9568
2025-05,S2001,20,2699
2025-05,S2002,20,8646
2025-05,S2003,20,14928
2025-05,S2004,20,18082
2025-05,S2101,21,3811
2025-05,S2102,21,7982
2025-05,S2103,21,7982
2025-05,S2104,21,3797
2025-05,S2201,22,13719
2025-05,S2202,22,3405
2025-05,S2203,22,17868
2025-05,S2204,22,7158
2025-05,S2301,23,3843
2025-05,S2302,23,2627
2025-05,S2303,23,2775
2025-05,S2304,23,2508
2025-05,S2401,24,3467
2025-05,S2402,24,2783
2025-05,S2403,24,3626
2025-05,S2404,24,436
2025-05,S2501,25,1299
2025-05,S2502,25,7679
2025-05,S2503,25,14389
2025-05,S2504,25,8575
2025-06,S0101,1,22800
2025-06,S0102,1,7616
2025-06,S0103,1,33699
2025-06,S0104,1,2789
2025-06,S0201,2,19261
2025-06,S0202,2,4986
2025-06,S0203,2,4955
2025-06,S0204,2,11554
2025-06,S0301,3,1806
2025-06,S0302,3,5207
2025-06,S0303,3,3170
2025-06,S0304,3,8854
2025-06,S0401,4,2185
2025-06,S0402,4,14333
2025-06,S0403,4,22840
2025-06,S0404,4,15922
2025-06,S0501,5,7409
2025-06,S0502,5,12943
2025-06,S0503,5,8021
2025-06,S0504,5,17327
2025-06,S0601,6,4676
2025-06,S0602,6,8049
2025-06,S0603,6,10588
2025-06,S0604,6,4752
2025-06,S0701,7,2020
2025-06,S0702,7,10311
2025-06,S0703,7,9270
2025-06,S0704,7,10692
2025-06,S0801,8,8480
2025-06,S0802,8,1604
2025-06,S0803,8,4674
2025-06,S0804,8,628
2025-06,S0901,9,12168
2025-06,S0902,9,8111
2025-06,S0903,9,8408
2025-06,S0904,9,10883
2025-06,S1001,10,7397
2025-06,S1002,10,3826
2025-06,S1003,10,2066
2025-06,S1004,10,6437
2025-06,S1101,11,6742
2025-06,S1102,11,5047
2025-06,S1103,11,3882
2025-06,S1104,11,11235
2025-06,S1201,12,6832
2025-06,S1202,12,832
2025-06,S1203,12,15181
2025-06,S1204,12,9044
2025-06,S1301,13,10883
2025-06,S1302,13,4721
2025-06,S1303,13,11011
2025-06,S1304,13,11770
2025-06,S1401,14,3207
2025-06,S1402,14,2899
2025-06,S1403,14,7207
2025-06,S1404,14,11330
2025-06,S1501,15,10371
2025-06,S1502,15,14328
2025-06,S1503,15,15043
2025-06,S1504,15,2521
2025-06,S1601,16,11639
2025-06,S1602,16,6932
2025-06,S1603,16,3664
2025-06,S1604,16,3719
2025-06,S1701,17,4404
2025-06,S1702,17,17685
2025-06,S1703,17,4967
2025-06,S1704,17,5721
2025-06,S1801,18,44649
2025-06,S1802,18,9285
2025-06,S1803,18,13881
2025-06,S1804,18,6957
2025-06,S1901,19,1178
2025-06,S1902,19,21270
2025-06,S1903,19,3505
2025-06,S1904,19,9877
2025-06,S2001,20,10813
2025-06,S2002,20,8428
2025-06,S2003,20,15562
2025-06,S2004,20,2761
2025-06,S2101,21,2483
2025-06,S2102,21,6645
2025-06,S2103,21,7971
2025-06,S2104,21,2928
2025-06,S2201,22,5468
2025-06,S2202,22,4817
2025-06,S2203,22,15981
2025-06,S2204,22,9103
2025-06,S2301,23,2075
2025-06,S2302,23,903
2025-06,S2303,23,4494
2025-06,S2304,23,2215
2025-06,S2401,24,718
2025-06,S2402,24,2976
2025-06,S2403,24,2694
2025-06,S2404,24,2429
2025-06,S2501,25,3699
2025-06,S2502,25,5171
2025-06,S2503,25,7256
2025-06,S2504,25,11289
2025-07,S0101,1,32253
2025-07,S0102,1,14389
2025-07,S0103,1,5994
2025-07,S0104,1,10425
2025-07,S0201,2,8615
2025-07,S0202,2,10198
2025-07,S0203,2,11470
2025-07,S0204,2,7312
2025-07,S0301,3,7769
2025-07,S0302,3,479
2025-07,S0303,3,4756
2025-07,S0304,3,4880
2025-07,S0401,4,22167
2025-07,S0402,4,8198
2025-07,S0403,4,20742
2025-07,S0404,4,1280
2025-07,S0501,5,17121
2025-07,S0502,5,10739
2025-07,S0503,5,12804
2025-07,S0504,5,2357
2025-07,S0601,6,9888
2025-07,S0602,6,5785
2025-07,S0603,6,8057
2025-07,S0604,6,2485
2025-07,S0701,7,12237
2025-07,S0702,7,5057
2025-07,S0703,7,9132
2025-07,S0704,7,3825
2025-07,S0801,8,5045
2025-07,S0802,8,3845
2025-07,S0803,8,3853
2025-07,S0804,8,1794
2025-07,S0901,9,7408
2025-07,S0902,9,5884
2025-07,S0903,9,2152
2025-07,S0904,9,21630
2025-07,S1001,10,7404
2025-07,S1002,10,6350
2025-07,S1003,10,1446
2025-07,S1004,10,2974
2025-07,S1101,11,9641
2025-07,S1102,11,4127
2025-07,S1103,11,2618
2025-07,S1104,11,8863
2025-07,S1201,12,9643
2025-07,S1202,12,11682
2025-07,S1203,12,3573
2025-07,S1204,12,5046
2025-07,S1301,13,3211
2025-07,S1302,13,7661
2025-07,S1303,13,16756
2025-07,S1304,13,8609
2025-07,S1401,14,3688
2025-07,S1402,14,5864
2025-07,S1403,14,1640
2025-07,S1404,14,11712
2025-07,S1501,15,1815
2025-07,S1502,15,20236
2025-07,S1503,15,4427
2025-07,S1504,15,13832
2025-07,S1601,16,5559
2025-07,S1602,16,4974
2025-07,S1603,16,11398
2025-07,S1604,16,2686
2025-07,S1701,17,9095
2025-07,S1702,17,11421
2025-07,S1703,17,1156
2025-07,S1704,17,8991
2025-07,S1801,18,16152
2025-07,S1802,18,27489
2025-07,S1803,18,1065
2025-07,S1804,18,25742
2025-07,S1901,19,6402
2025-07,S1902,19,10204
2025-07,S1903,19,6087
2025-07,S1904,19,10814
2025-07,S2001,20,20780
2025-07,S2002,20,4019
2025-07,S2003,20,2820
2025-07,S2004,20,7649
2025-07,S2101,21,4199
2025-07,S2102,21,1129
2025-07,S2103,21,1342
2025-07,S2104,21,12250
2025-07,S2201,22,1340
2025-07,S2202,22,8381
2025-07,S2203,22,12598
2025-07,S2204,22,10887
2025-07,S2301,23,2902
2025-07,S2302,23,3172
2025-07,S2303,23,1259
2025-07,S2304,23,1782
2025-07,S2401,24,2240
2025-07,S2402,24,1014
2025-07,S2403,24,2882
2025-07,S2404,24,2033
2025-07,S2501,25,593
2025-07,S2502,25,7753
2025-07,S2503,25,2978
2025-07,S2504,25,14202
