order_id,order_date,region_id,category_id,qty,promised_hours
O000000303,2025-01-01,16,3,4,12
O000000304,2025-01-01,16,4,2,24
O000000305,2025-01-01,16,4,4,24
O000000306,2025-01-01,16,5,2,12
O000000307,2025-01-01,17,1,1,12
O000000308,2025-01-01,17,1,2,24
O000000309,2025-01-01,17,1,3,12
O000000310,2025-01-01,17,1,1,24
O000000311,2025-01-01,17,2,1,12
O000000312,2025-01-01,17,2,1,12
O000000313,2025-01-01,17,2,2,12
O000000314,2025-01-01,17,2,1,24
O000000315,2025-01-01,17,2,3,12
O000000316,2025-01-01,17,3,1,24
O000000317,2025-01-01,17,3,1,24
O000000318,2025-01-01,17,3,4,24
O000000319,2025-01-01,17,3,4,36
O000000320,2025-01-01,17,3,3,24
O000000321,2025-01-01,17,4,1,24
O000000322,2025-01-01,17,4,1,24
O000000323,2025-01-01,17,5,2,24
O000000324,2025-01-01,17,5,4,24
O000000325,2025-01-01,18,1,3,24
O000000326,2025-01-01,18,1,1,12
O000000327,2025-01-01,18,1,1,24
O000000328,2025-01-01,18,1,1,24
O000000329,2025-01-01,18,1,3,24
O000000330,2025-01-01,18,1,1,36
O000000331,2025-01-01,18,1,3,12
O000000332,2025-01-01,18,1,2,24
O000000333,2025-01-01,18,1,3,24
O000000334,2025-01-01,18,1,2,24
O000000335,2025-01-01,18,1,1,24
O000000336,2025-01-01,18,2,5,24
O000000337,2025-01-01,18,2,2,24
O000000338,2025-01-01,18,2,4,24
O000000339,2025-01-01,18,2,1,24
O000000340,2025-01-01,18,2,2,24
O000000341,2025-01-01,18,2,1,24
O000000342,2025-01-01,18,2,2,24
O000000343,2025-01-01,18,2,2,24
O000000344,2025-01-01,18,2,1,12
O000000345,2025-01-01,18,2,1,12
O000000346,2025-01-01,18,3,4,24
O000000347,2025-01-01,18,3,3,12
O000000348,2025-01-01,18,3,3,24
O000000349,2025-01-01,18,3,2,36
O000000350,2025-01-01,18,3,1,12
O000000351,2025-01-01,18,3,1,24
O000000352,2025-01-01,18,3,3,12
O000000353,2025-01-01,18,3,2,24
O000000354,2025-01-01,18,3,1,24
O000000355,2025-01-01,18,3,5,24
O000000356,2025-01-01,18,3,5,24
O000000357,2025-01-01,18,3,2,12
O000000358,2025-01-01,18,3,1,24
O000000359,2025-01-01,18,4,3,12
O000000360,2025-01-01,18,4,2,24
O000000361,2025-01-01,18,4,3,12
O000000362,2025-01-01,18,4,1,12
O000000363,2025-01-01,18,4,4,24
O000000364,2025-01-01,18,5,4,12
O000000365,2025-01-01,18,5,3,24
O000000366,2025-01-01,18,5,1,24
O000000367,2025-01-01,18,5,2,24
O000000368,2025-01-01,19,1,2,12
O000000369,2025-01-01,19,1,2,24
O000000370,2025-01-01,19,1,3,12
O000000371,2025-01-01,19,1,1,24
O000000372,2025-01-01,19,1,1,36
O000000373,2025-01-01,19,1,3,24
O000000374,2025-01-01,19,2,4,24
O000000375,2025-01-01,19,2,4,24
O000000376,2025-01-01,19,2,4,24
O000000377,2025-01-01,19,2,1,12
O000000378,2025-01-01,19,2,3,12
O000000379,2025-01-01,19,3,2,24
O000000380,2025-01-01,19,3,4,24
O000000381,2025-01-01,19,3,1,24
O000000382,2025-01-01,19,3,1,24
O000000383,2025-01-01,19,3,1,24
O000000384,2025-01-01,19,3,5,24
O000000385,2025-01-01,19,4,1,24
O000000386,2025-01-01,19,4,2,24
O000000387,2025-01-01,19,5,1,24
O000000388,2025-01-01,19,5,1,12
O000000389,2025-01-01,20,1,6,24
O000000390,2025-01-01,20,1,3,12
O000000391,2025-01-01,20,1,2,24
O000000392,2025-01-01,20,1,2,12
O000000393,2025-01-01,20,1,6,24
O000000394,2025-01-01,20,2,3,24
O000000395,2025-01-01,20,2,1,12
O000000396,2025-01-01,20,2,4,12
O000000397,2025-01-01,20,2,3,24
O000000398,2025-01-01,20,3,2,36
O000000399,2025-01-01,20,3,1,24
O000000400,2025-01-01,20,3,3,24
O000000401,2025-01-01,20,3,1,24
O000000402,2025-01-01,20,3,1,12
O000000403,2025-01-01,20,4,2,24
O000000404,2025-01-01,20,4,2,12
O000000405,2025-01-01,20,5,3,24
O000000406,2025-01-01,20,5,4,24
O000000407,2025-01-01,21,1,1,24
O000000408,2025-01-01,21,1,1,24
O000000409,2025-01-01,21,1,4,24
O000000410,2025-01-01,21,2,1,36
O000000411,2025-01-01,21,2,1,24
O000000412,2025-01-01,21,3,1,12
O000000413,2025-01-01,21,3,2,36
O000000414,2025-01-01,21,3,3,24
O000000415,2025-01-01,21,4,3,24
O000000416,2025-01-01,21,5,5,24
O000000417,2025-01-01,22,1,2,12
O000000418,2025-01-01,22,1,3,24
O000000419,2025-01-01,22,1,3,24
O000000420,2025-01-01,22,1,3,36
O000000421,2025-01-01,22,1,3,36
O000000422,2025-01-01,22,2,1,24
O000000423,2025-01-01,22,2,3,36
O000000424,2025-01-01,22,2,3,24
O000000425,2025-01-01,22,2,2,12
O000000426,2025-01-01,22,2,3,24
O000000427,2025-01-01,22,3,1,24
O000000428,2025-01-01,22,3,1,24
O000000429,2025-01-01,22,3,4,24
O000000430,2025-01-01,22,3,2,12
O000000431,2025-01-01,22,3,5,24
O000000432,2025-01-01,22,3,1,24
O000000433,2025-01-01,22,4,3,36
O000000434,2025-01-01,22,4,3,12
O000000435,2025-01-01,22,5,1,12
O000000436,2025-01-01,22,5,1,36
O000000437,2025-01-01,23,1,1,12
O000000438,2025-01-01,23,1,5,24
O000000439,2025-01-01,23,2,2,24
O000000440,2025-01-01,23,3,1,24
O000000441,2025-01-01,23,4,1,24
O000000442,2025-01-01,23,5,3,24
O000000443,2025-01-01,24,1,1,24
O000000444,2025-01-01,24,2,3,24
O000000445,2025-01-01,24,3,3,24
O000000446,2025-01-01,24,4,2,24
O000000447,2025-01-01,24,5,1,12
O000000448,2025-01-01,25,1,2,24
O000000449,2025-01-01,25,1,3,24
O000000450,2025-01-01,25,1,4,12
O000000451,2025-01-01,25,1,3,24
O000000452,2025-01-01,25,2,2,12
O000000453,2025-01-01,25,2,1,12
O000000454,2025-01-01,25,2,3,24
O000000455,2025-01-01,25,2,2,24
O000000456,2025-01-01,25,3,2,24
O000000457,2025-01-01,25,3,2,24
O000000458,2025-01-01,25,3,3,24
O000000459,2025-01-01,25,3,4,24
O000000460,2025-01-01,25,4,3,24
O000000461,2025-01-01,25,5,1,36
O000000462,2025-01-02,1,1,4,24
O000000463,2025-01-02,1,1,3,24
O000000464,2025-01-02,1,1,1,12
O000000465,2025-01-02,1,1,2,12
O000000466,2025-01-02,1,1,2,24
O000000467,2025-01-02,1,1,1,24
O000000468,2025-01-02,1,1,1,12
O000000469,2025-01-02,1,1,1,24
O000000470,2025-01-02,1,1,1,24
O000000471,2025-01-02,1,1,1,24
O000000472,2025-01-02,1,1,1,12
O000000473,2025-01-02,1,1,2,12
O000000474,2025-01-02,1,1,4,24
O000000475,2025-01-02,1,2,2,12
O000000476,2025-01-02,1,2,2,24
O000000477,2025-01-02,1,2,5,24
O000000478,2025-01-02,1,2,2,12
O000000479,2025-01-02,1,2,2,24
O000000480,2025-01-02,1,2,3,36
O000000481,2025-01-02,1,2,1,24
O000000482,2025-01-02,1,2,4,24
O000000483,2025-01-02,1,2,3,12
O000000484,2025-01-02,1,2,1,24
O000000485,2025-01-02,1,2,3,36
O000000486,2025-01-02,1,3,2,12
O000000487,2025-01-02,1,3,3,24
O000000488,2025-01-02,1,3,2,24
O000000489,2025-01-02,1,3,4,12
O000000490,2025-01-02,1,3,2,24
O000000491,2025-01-02,1,3,2,24
O000000492,2025-01-02,1,3,4,12
O000000493,2025-01-02,1,3,2,12
O000000494,2025-01-02,1,3,1,24
O000000495,2025-01-02,1,3,1,24
O000000496,2025-01-02,1,3,2,24
O000000497,2025-01-02,1,3,2,12
O000000498,2025-01-02,1,3,1,24
O000000499,2025-01-02,1,3,3,12
O000000500,2025-01-02,1,3,2,12
O000000501,2025-01-02,1,4,2,24
O000000502,2025-01-02,1,4,3,36
O000000503,2025-01-02,1,4,1,24
O000000504,2025-01-02,1,4,1,24
O000000505,2025-01-02,1,4,1,24
O000000506,2025-01-02,1,4,2,36
O000000507,2025-01-02,1,5,1,12
O000000508,2025-01-02,1,5,2,12
O000000509,2025-01-02,1,5,4,24
O000000510,2025-01-02,1,5,2,24
O000000511,2025-01-02,2,1,3,24
O000000512,2025-01-02,2,1,1,24
O000000513,2025-01-02,2,1,2,24
O000000514,2025-01-02,2,1,1,24
O000000515,2025-01-02,2,1,2,24
O000000516,2025-01-02,2,1,1,36
O000000517,2025-01-02,2,1,1,24
O000000518,2025-01-02,2,1,1,12
O000000519,2025-01-02,2,2,1,24
O000000520,2025-01-02,2,2,5,12
O000000521,2025-01-02,2,2,2,24
O000000522,2025-01-02,2,2,1,36
O000000523,2025-01-02,2,2,1,12
O000000524,2025-01-02,2,2,1,12
O000000525,2025-01-02,2,2,1,24
O000000526,2025-01-02,2,3,1,24
O000000527,2025-01-02,2,3,1,12
O000000528,2025-01-02,2,3,4,24
O000000529,2025-01-02,2,3,5,24
O000000530,2025-01-02,2,3,3,36
O000000531,2025-01-02,2,3,1,24
O000000532,2025-01-02,2,3,1,24
O000000533,2025-01-02,2,3,3,24
O000000534,2025-01-02,2,4,1,24
O000000535,2025-01-02,2,4,1,24
O000000536,2025-01-02,2,4,3,24
O000000537,2025-01-02,2,5,2,24
O000000538,2025-01-02,2,5,1,24
O000000539,2025-01-02,2,5,2,36
O000000540,2025-01-02,3,1,3,24
O000000541,2025-01-02,3,1,2,24
O000000542,2025-01-02,3,1,1,24
O000000543,2025-01-02,3,1,1,24
O000000544,2025-01-02,3,2,1,24
O000000545,2025-01-02,3,2,2,36
O000000546,2025-01-02,3,2,2,24
O000000547,2025-01-02,3,3,2,12
O000000548,2025-01-02,3,3,5,12
O000000549,2025-01-02,3,3,3,24
O000000550,2025-01-02,3,3,1,24
O000000551,2025-01-02,3,3,2,12
O000000552,2025-01-02,3,4,3,36
O000000553,2025-01-02,3,5,2,24
O000000554,2025-01-02,4,1,2,12
O000000555,2025-01-02,4,1,1,24
O000000556,2025-01-02,4,1,1,24
O000000557,2025-01-02,4,1,1,24
O000000558,2025-01-02,4,1,4,36
O000000559,2025-01-02,4,1,1,24
O000000560,2025-01-02,4,1,3,24
O000000561,2025-01-02,4,1,1,24
O000000562,2025-01-02,4,1,4,24
O000000563,2025-01-02,4,1,2,24
O000000564,2025-01-02,4,2,2,24
O000000565,2025-01-02,4,2,1,24
O000000566,2025-01-02,4,2,1,24
O000000567,2025-01-02,4,2,2,36
O000000568,2025-01-02,4,2,2,24
O000000569,2025-01-02,4,2,1,24
O000000570,2025-01-02,4,2,1,12
O000000571,2025-01-02,4,2,4,24
O000000572,2025-01-02,4,2,2,24
O000000573,2025-01-02,4,3,2,24
O000000574,2025-01-02,4,3,1,24
O000000575,2025-01-02,4,3,1,24
O000000576,2025-01-02,4,3,1,12
O000000577,2025-01-02,4,3,1,24
O000000578,2025-01-02,4,3,2,24
O000000579,2025-01-02,4,3,2,24
O000000580,2025-01-02,4,3,1,24
O000000581,2025-01-02,4,3,3,12
O000000582,2025-01-02,4,3,1,24
O000000583,2025-01-02,4,3,2,24
O000000584,2025-01-02,4,3,1,12
O000000585,2025-01-02,4,3,1,24
O000000586,2025-01-02,4,4,1,24
O000000587,2025-01-02,4,4,4,24
O000000588,2025-01-02,4,4,1,24
O000000589,2025-01-02,4,4,3,24
O000000590,2025-01-02,4,4,2,24
O000000591,2025-01-02,4,5,1,24
O000000592,2025-01-02,4,5,1,24
O000000593,2025-01-02,4,5,1,24
O000000594,2025-01-02,4,5,2,12
O000000595,2025-01-02,5,1,1,24
O000000596,2025-01-02,5,1,1,24
O000000597,2025-01-02,5,1,1,24
O000000598,2025-01-02,5,1,2,24
O000000599,2025-01-02,5,1,2,12
O000000600,2025-01-02,5,1,6,24
O000000601,2025-01-02,5,1,1,36
O000000602,2025-01-02,5,1,4,12
O000000603,2025-01-02,5,1,1,12
O000000604,2025-01-02,5,2,1,12
O000000605,2025-01-02,5,2,1,36
O000000606,2025-01-02,5,2,1,24
O000000607,2025-01-02,5,2,5,24
O000000608,2025-01-02,5,2,4,36
O000000609,2025-01-02,5,2,1,24
O000000610,2025-01-02,5,2,2,24
O000000611,2025-01-02,5,3,4,24
O000000612,2025-01-02,5,3,3,24
O000000613,2025-01-02,5,3,3,24
O000000614,2025-01-02,5,3,2,24
O000000615,2025-01-02,5,3,2,24
O000000616,2025-01-02,5,3,3,12
O000000617,2025-01-02,5,3,1,36
O000000618,2025-01-02,5,3,1,12
O000000619,2025-01-02,5,3,2,24
O000000620,2025-01-02,5,3,1,24
O000000621,2025-01-02,5,3,2,36
O000000622,2025-01-02,5,4,3,24
O000000623,2025-01-02,5,4,1,24
O000000624,2025-01-02,5,4,3,36
O000000625,2025-01-02,5,4,4,12
O000000626,2025-01-02,5,5,1,12
O000000627,2025-01-02,5,5,1,12
O000000628,2025-01-02,5,5,1,12
O000000629,2025-01-02,6,1,2,36
O000000630,2025-01-02,6,1,2,24
O000000631,2025-01-02,6,1,4,36
O000000632,2025-01-02,6,1,3,24
O000000633,2025-01-02,6,1,2,12
O000000634,2025-01-02,6,2,3,24
O000000635,2025-01-02,6,2,2,24
O000000636,2025-01-02,6,2,3,24
O000000637,2025-01-02,6,2,1,24
O000000638,2025-01-02,6,2,4,12
O000000639,2025-01-02,6,3,1,24
O000000640,2025-01-02,6,3,1,24
O000000641,2025-01-02,6,3,5,12
O000000642,2025-01-02,6,3,1,24
O000000643,2025-01-02,6,3,1,12
O000000644,2025-01-02,6,3,1,24
O000000645,2025-01-02,6,3,1,24
O000000646,2025-01-02,6,4,4,24
O000000647,2025-01-02,6,4,1,24
O000000648,2025-01-02,6,4,4,24
O000000649,2025-01-02,6,5,1,12
O000000650,2025-01-02,6,5,2,24
O000000651,2025-01-02,7,1,4,24
O000000652,2025-01-02,7,1,3,24
O000000653,2025-01-02,7,1,3,24
O000000654,2025-01-02,7,1,2,12
O000000655,2025-01-02,7,1,1,24
O000000656,2025-01-02,7,1,3,24
O000000657,2025-01-02,7,2,2,24
O000000658,2025-01-02,7,2,3,24
O000000659,2025-01-02,7,2,6,24
O000000660,2025-01-02,7,2,3,12
O000000661,2025-01-02,7,2,2,24
O000000662,2025-01-02,7,3,1,24
O000000663,2025-01-02,7,3,1,24
O000000664,2025-01-02,7,3,2,24
O000000665,2025-01-02,7,3,3,24
O000000666,2025-01-02,7,3,4,24
O000000667,2025-01-02,7,3,2,24
O000000668,2025-01-02,7,3,1,36
O000000669,2025-01-02,7,4,4,24
O000000670,2025-01-02,7,4,1,24
O000000671,2025-01-02,7,4,3,24
O000000672,2025-01-02,7,5,3,12
O000000673,2025-01-02,7,5,3,12
O000000674,2025-01-02,8,1,2,36
O000000675,2025-01-02,8,1,1,24
O000000676,2025-01-02,8,1,3,12
O000000677,2025-01-02,8,2,2,24
O000000678,2025-01-02,8,2,1,24
O000000679,2025-01-02,8,2,2,24
O000000680,2025-01-02,8,3,1,24
O000000681,2025-01-02,8,3,1,24
O000000682,2025-01-02,8,3,1,24
O000000683,2025-01-02,8,4,2,24
O000000684,2025-01-02,8,5,1,12
O000000685,2025-01-02,9,1,2,24
O000000686,2025-01-02,9,1,5,36
O000000687,2025-01-02,9,1,1,24
O000000688,2025-01-02,9,1,1,36
O000000689,2025-01-02,9,1,4,24
O000000690,2025-01-02,9,1,1,24
O000000691,2025-01-02,9,1,2,24
O000000692,2025-01-02,9,2,1,12
O000000693,2025-01-02,9,2,1,24
O000000694,2025-01-02,9,2,1,24
O000000695,2025-01-02,9,2,3,24
O000000696,2025-01-02,9,2,1,24
O000000697,2025-01-02,9,2,4,24
