date_key,category_name,inbound_volume
2025-01-25,도서/문구,2103
2025-01-25,생활용품,6442
2025-01-25,식품/신선,5001
2025-01-25,전자/가전,2664
2025-01-25,패션/잡화,5728
2025-01-26,도서/문구,2090
2025-01-26,생활용품,6160
2025-01-26,식품/신선,4771
2025-01-26,전자/가전,2522
2025-01-26,패션/잡화,5541
2025-01-27,도서/문구,3275
2025-01-27,생활용품,9568
2025-01-27,식품/신선,8241
2025-01-27,전자/가전,3793
2025-01-27,패션/잡화,8314
2025-01-28,도서/문구,2149
2025-01-28,생활용품,6412
2025-01-28,식품/신선,5552
2025-01-28,전자/가전,2608
2025-01-28,패션/잡화,5631
2025-01-29,도서/문구,1941
2025-01-29,생활용품,5902
2025-01-29,식품/신선,5219
2025-01-29,전자/가전,2376
2025-01-29,패션/잡화,5187
2025-01-30,도서/문구,1936
2025-01-30,생활용품,5855
2025-01-30,식품/신선,4532
2025-01-30,전자/가전,2409
2025-01-30,패션/잡화,5166
2025-01-31,도서/문구,2729
2025-01-31,생활용품,8292
2025-01-31,식품/신선,6393
2025-01-31,전자/가전,3396
2025-01-31,패션/잡화,7372
2025-02-01,도서/문구,2433
2025-02-01,생활용품,6939
2025-02-01,식품/신선,5471
2025-02-01,전자/가전,2840
2025-02-01,패션/잡화,6035
2025-02-02,도서/문구,2201
2025-02-02,생활용품,6302
2025-02-02,식품/신선,4792
2025-02-02,전자/가전,2574
2025-02-02,패션/잡화,5552
2025-02-03,도서/문구,3160
2025-02-03,생활용품,9482
2025-02-03,식품/신선,8351
2025-02-03,전자/가전,3834
2025-02-03,패션/잡화,8491
2025-02-04,도서/문구,3027
2025-02-04,생활용품,8995
2025-02-04,식품/신선,7774
2025-02-04,전자/가전,3604
2025-02-04,패션/잡화,7952
2025-02-05,도서/문구,2625
2025-02-05,생활용품,8469
2025-02-05,식품/신선,6998
2025-02-05,전자/가전,3332
2025-02-05,패션/잡화,7230
2025-02-06,도서/문구,2707
2025-02-06,생활용품,8173
2025-02-06,식품/신선,6335
2025-02-06,전자/가전,3260
2025-02-06,패션/잡화,7121
2025-02-07,도서/문구,2850
2025-02-07,생활용품,8593
2025-02-07,식품/신선,6537
2025-02-07,전자/가전,3564
2025-02-07,패션/잡화,7685
2025-02-08,도서/문구,2315
2025-02-08,생활용품,6717
2025-02-08,식품/신선,5277
2025-02-08,전자/가전,2782
2025-02-08,패션/잡화,5901
2025-02-09,도서/문구,2212
2025-02-09,생활용품,6331
2025-02-09,식품/신선,5027
2025-02-09,전자/가전,2576
2025-02-09,패션/잡화,5700
2025-02-10,도서/문구,3240
2025-02-10,생활용품,9562
2025-02-10,식품/신선,8322
2025-02-10,전자/가전,3900
2025-02-10,패션/잡화,8471
2025-02-11,도서/문구,3235
2025-02-11,생활용품,9399
2025-02-11,식품/신선,8261
2025-02-11,전자/가전,3925
2025-02-11,패션/잡화,8456
2025-02-12,도서/문구,2729
2025-02-12,생활용품,8245
2025-02-12,식품/신선,7249
2025-02-12,전자/가전,3409
2025-02-12,패션/잡화,7416
2025-02-13,도서/문구,2695
2025-02-13,생활용품,8139
2025-02-13,식품/신선,6436
2025-02-13,전자/가전,3339
2025-02-13,패션/잡화,7334
2025-02-14,도서/문구,2852
2025-02-14,생활용품,8661
2025-02-14,식품/신선,6671
2025-02-14,전자/가전,3405
2025-02-14,패션/잡화,7623
2025-02-15,도서/문구,2195
2025-02-15,생활용품,6892
2025-02-15,식품/신선,5267
2025-02-15,전자/가전,2725
2025-02-15,패션/잡화,6177
2025-02-16,도서/문구,2081
2025-02-16,생활용품,6441
2025-02-16,식품/신선,4932
2025-02-16,전자/가전,2611
2025-02-16,패션/잡화,5874
2025-02-17,도서/문구,3264
2025-02-17,생활용품,9496
2025-02-17,식품/신선,8248
2025-02-17,전자/가전,3897
2025-02-17,패션/잡화,8540
2025-02-18,도서/문구,3079
2025-02-18,생활용품,9049
2025-02-18,식품/신선,7905
2025-02-18,전자/가전,3695
2025-02-18,패션/잡화,7945
2025-02-19,도서/문구,2741
2025-02-19,생활용품,8271
2025-02-19,식품/신선,7163
2025-02-19,전자/가전,3431
2025-02-19,패션/잡화,7573
2025-02-20,도서/문구,2737
2025-02-20,생활용품,8296
2025-02-20,식품/신선,6312
2025-02-20,전자/가전,3427
2025-02-20,패션/잡화,7474
2025-02-21,도서/문구,2982
2025-02-21,생활용품,9082
2025-02-21,식품/신선,6915
2025-02-21,전자/가전,3629
2025-02-21,패션/잡화,8068
2025-02-22,도서/문구,2186
2025-02-22,생활용품,6662
2025-02-22,식품/신선,5148
2025-02-22,전자/가전,2800
2025-02-22,패션/잡화,5979
2025-02-23,도서/문구,2240
2025-02-23,생활용품,6499
2025-02-23,식품/신선,5123
2025-02-23,전자/가전,2576
2025-02-23,패션/잡화,5685
2025-02-24,도서/문구,3232
2025-02-24,생활용품,9759
2025-02-24,식품/신선,8506
2025-02-24,전자/가전,4039
2025-02-24,패션/잡화,8824
2025-02-25,도서/문구,3029
2025-02-25,생활용품,9302
2025-02-25,식품/신선,8078
2025-02-25,전자/가전,3625
2025-02-25,패션/잡화,8197
2025-02-26,도서/문구,2863
2025-02-26,생활용품,8543
2025-02-26,식품/신선,7179
2025-02-26,전자/가전,3462
2025-02-26,패션/잡화,7395
2025-02-27,도서/문구,2748
2025-02-27,생활용품,8295
2025-02-27,식품/신선,6472
2025-02-27,전자/가전,3342
2025-02-27,패션/잡화,7346
2025-02-28,도서/문구,2857
2025-02-28,생활용품,8615
2025-02-28,식품/신선,6738
2025-02-28,전자/가전,3528
2025-02-28,패션/잡화,7647
2025-03-01,도서/문구,2400
2025-03-01,생활용품,7143
2025-03-01,식품/신선,5546
2025-03-01,전자/가전,2960
2025-03-01,패션/잡화,7609
2025-03-02,도서/문구,2232
2025-03-02,생활용품,6476
2025-03-02,식품/신선,5070
2025-03-02,전자/가전,2598
2025-03-02,패션/잡화,7110
2025-03-03,도서/문구,3214
2025-03-03,생활용품,9920
2025-03-03,식품/신선,8495
2025-03-03,전자/가전,4134
2025-03-03,패션/잡화,10536
2025-03-04,도서/문구,3157
2025-03-04,생활용품,9129
2025-03-04,식품/신선,7970
2025-03-04,전자/가전,3824
2025-03-04,패션/잡화,9979
2025-03-05,도서/문구,2925
2025-03-05,생활용품,8410
2025-03-05,식품/신선,7360
2025-03-05,전자/가전,3599
2025-03-05,패션/잡화,9035
2025-03-06,도서/문구,2781
2025-03-06,생활용품,8493
2025-03-06,식품/신선,6424
2025-03-06,전자/가전,3394
2025-03-06,패션/잡화,8886
2025-03-07,도서/문구,2909
2025-03-07,생활용품,8517
2025-03-07,식품/신선,6540
2025-03-07,전자/가전,3566
2025-03-07,패션/잡화,9254
2025-03-08,도서/문구,2203
2025-03-08,생활용품,6904
2025-03-08,식품/신선,5339
2025-03-08,전자/가전,2812
2025-03-08,패션/잡화,7232
2025-03-09,도서/문구,2218
2025-03-09,생활용품,6536
2025-03-09,식품/신선,5129
2025-03-09,전자/가전,2614
2025-03-09,패션/잡화,6870
2025-03-10,도서/문구,3237
2025-03-10,생활용품,9779
2025-03-10,식품/신선,8580
2025-03-10,전자/가전,3902
2025-03-10,패션/잡화,10508
2025-03-11,도서/문구,3331
2025-03-11,생활용품,9785
2025-03-11,식품/신선,8533
2025-03-11,전자/가전,4013
2025-03-11,패션/잡화,10445
2025-03-12,도서/문구,2972
2025-03-12,생활용품,8651
2025-03-12,식품/신선,7410
2025-03-12,전자/가전,3511
2025-03-12,패션/잡화,9154
2025-03-13,도서/문구,2770
2025-03-13,생활용품,8388
2025-03-13,식품/신선,6635
2025-03-13,전자/가전,3397
2025-03-13,패션/잡화,8876
2025-03-14,도서/문구,2898
2025-03-14,생활용품,8662
2025-03-14,식품/신선,6775
2025-03-14,전자/가전,3516
2025-03-14,패션/잡화,9263
2025-03-15,도서/문구,2344
2025-03-15,생활용품,6770
2025-03-15,식품/신선,5466
2025-03-15,전자/가전,2813
2025-03-15,패션/잡화,7507
2025-03-16,도서/문구,2200
2025-03-16,생활용품,6534
2025-03-16,식품/신선,4997
2025-03-16,전자/가전,2699
2025-03-16,패션/잡화,7108
2025-03-17,도서/문구,3312
2025-03-17,생활용품,9965
2025-03-17,식품/신선,8764
2025-03-17,전자/가전,3915
2025-03-17,패션/잡화,10510
2025-03-18,도서/문구,3080
2025-03-18,생활용품,9377
2025-03-18,식품/신선,8198
2025-03-18,전자/가전,3877
2025-03-18,패션/잡화,9796
2025-03-19,도서/문구,2834
2025-03-19,생활용품,8564
2025-03-19,식품/신선,7664
2025-03-19,전자/가전,3477
2025-03-19,패션/잡화,9322
2025-03-20,도서/문구,2732
2025-03-20,생활용품,8279
2025-03-20,식품/신선,6595
2025-03-20,전자/가전,3449
2025-03-20,패션/잡화,9061
2025-03-21,도서/문구,3030
2025-03-21,생활용품,9201
2025-03-21,식품/신선,7023
2025-03-21,전자/가전,3844
2025-03-21,패션/잡화,9834
2025-03-22,도서/문구,2384
2025-03-22,생활용품,6942
2025-03-22,식품/신선,5355
2025-03-22,전자/가전,2789
2025-03-22,패션/잡화,7535
2025-03-23,도서/문구,2165
2025-03-23,생활용품,6505
2025-03-23,식품/신선,5076
2025-03-23,전자/가전,2705
2025-03-23,패션/잡화,7064
2025-03-24,도서/문구,3295
2025-03-24,생활용품,9870
2025-03-24,식품/신선,8694
2025-03-24,전자/가전,3999
2025-03-24,패션/잡화,10596
2025-03-25,도서/문구,3078
2025-03-25,생활용품,9348
2025-03-25,식품/신선,8365
2025-03-25,전자/가전,3938
2025-03-25,패션/잡화,10008
2025-03-26,도서/문구,2824
2025-03-26,생활용품,8483
2025-03-26,식품/신선,7391
2025-03-26,전자/가전,3584
2025-03-26,패션/잡화,9268
2025-03-27,도서/문구,2809
2025-03-27,생활용품,8555
2025-03-27,식품/신선,6534
2025-03-27,전자/가전,3305
2025-03-27,패션/잡화,8916
2025-03-28,도서/문구,2972
2025-03-28,생활용품,8813
2025-03-28,식품/신선,6815
2025-03-28,전자/가전,3531
2025-03-28,패션/잡화,9401
2025-03-29,도서/문구,2275
2025-03-29,생활용품,6931
2025-03-29,식품/신선,5420
2025-03-29,전자/가전,2777
2025-03-29,패션/잡화,7397
2025-03-30,도서/문구,2172
2025-03-30,생활용품,6608
2025-03-30,식품/신선,5244
2025-03-30,전자/가전,2709
2025-03-30,패션/잡화,7009
2025-03-31,도서/문구,3285
2025-03-31,생활용품,9968
2025-03-31,식품/신선,8715
2025-03-31,전자/가전,4011
2025-03-31,패션/잡화,10546
2025-04-01,도서/문구,3381
2025-04-01,생활용품,9923
2025-04-01,식품/신선,8345
2025-04-01,전자/가전,4016
2025-04-01,패션/잡화,10552
2025-04-02,도서/문구,2919
2025-04-02,생활용품,8534
2025-04-02,식품/신선,7476
2025-04-02,전자/가전,3443
2025-04-02,패션/잡화,9038
2025-04-03,도서/문구,2827
2025-04-03,생활용품,8572
2025-04-03,식품/신선,6722
2025-04-03,전자/가전,3473
2025-04-03,패션/잡화,8933
2025-04-04,도서/문구,3071
2025-04-04,생활용품,8815
2025-04-04,식품/신선,6877
2025-04-04,전자/가전,3619
2025-04-04,패션/잡화,9397
2025-04-05,도서/문구,2214
2025-04-05,생활용품,7001
2025-04-05,식품/신선,5309
2025-04-05,전자/가전,2778
2025-04-05,패션/잡화,7451
2025-04-06,도서/문구,2214
2025-04-06,생활용품,6631
2025-04-06,식품/신선,5162
2025-04-06,전자/가전,2673
2025-04-06,패션/잡화,7063
2025-04-07,도서/문구,3330
2025-04-07,생활용품,9885
2025-04-07,식품/신선,8678
2025-04-07,전자/가전,4057
2025-04-07,패션/잡화,10737
2025-04-08,도서/문구,3122
2025-04-08,생활용품,9443
2025-04-08,식품/신선,8241
2025-04-08,전자/가전,3864
2025-04-08,패션/잡화,10055
2025-04-09,도서/문구,2866
2025-04-09,생활용품,8468
2025-04-09,식품/신선,7578
2025-04-09,전자/가전,3474
2025-04-09,패션/잡화,9256
2025-04-10,도서/문구,2769
2025-04-10,생활용품,8390
2025-04-10,식품/신선,6617
2025-04-10,전자/가전,3426
2025-04-10,패션/잡화,9091
2025-04-11,도서/문구,3073
2025-04-11,생활용품,9041
2025-04-11,식품/신선,7176
2025-04-11,전자/가전,3786
2025-04-11,패션/잡화,9565
2025-04-12,도서/문구,2307
2025-04-12,생활용품,6772
2025-04-12,식품/신선,5273
2025-04-12,전자/가전,2821
2025-04-12,패션/잡화,7436
2025-04-13,도서/문구,2132
2025-04-13,생활용품,6665
2025-04-13,식품/신선,5088
2025-04-13,전자/가전,2714
2025-04-13,패션/잡화,6874
2025-04-14,도서/문구,3249
2025-04-14,생활용품,9842
2025-04-14,식품/신선,8842
2025-04-14,전자/가전,4096
2025-04-14,패션/잡화,10646
2025-04-15,도서/문구,3078
2025-04-15,생활용품,9335
2025-04-15,식품/신선,7993
2025-04-15,전자/가전,3788
2025-04-15,패션/잡화,9891
2025-04-16,도서/문구,2857
2025-04-16,생활용품,8693
2025-04-16,식품/신선,7475
2025-04-16,전자/가전,3505
2025-04-16,패션/잡화,9179
2025-04-17,도서/문구,2898
2025-04-17,생활용품,8463
2025-04-17,식품/신선,6529
2025-04-17,전자/가전,3411
2025-04-17,패션/잡화,9046
2025-04-18,도서/문구,2879
2025-04-18,생활용품,8571
2025-04-18,식품/신선,6790
2025-04-18,전자/가전,3492
2025-04-18,패션/잡화,9490
2025-04-19,도서/문구,2363
2025-04-19,생활용품,7022
2025-04-19,식품/신선,5479
2025-04-19,전자/가전,2836
2025-04-19,패션/잡화,7402
2025-04-20,도서/문구,2256
2025-04-20,생활용품,6626
2025-04-20,식품/신선,5056
2025-04-20,전자/가전,2640
2025-04-20,패션/잡화,6962
2025-04-21,도서/문구,3453
2025-04-21,생활용품,10455
2025-04-21,식품/신선,9152
2025-04-21,전자/가전,4267
2025-04-21,패션/잡화,11338
2025-04-22,도서/문구,3129
2025-04-22,생활용품,9328
2025-04-22,식품/신선,8186
2025-04-22,전자/가전,3808
2025-04-22,패션/잡화,9862
2025-04-23,도서/문구,2892
2025-04-23,생활용품,8550
2025-04-23,식품/신선,7442
2025-04-23,전자/가전,3420
2025-04-23,패션/잡화,9135
2025-04-24,도서/문구,2884
2025-04-24,생활용품,8362
2025-04-24,식품/신선,6666
2025-04-24,전자/가전,3510
2025-04-24,패션/잡화,9061
2025-04-25,도서/문구,2990
2025-04-25,생활용품,8762
2025-04-25,식품/신선,6694
2025-04-25,전자/가전,3550
2025-04-25,패션/잡화,9192
2025-04-26,도서/문구,2308
2025-04-26,생활용품,6934
2025-04-26,식품/신선,5416
2025-04-26,전자/가전,2724
2025-04-26,패션/잡화,7399
2025-04-27,도서/문구,2181
2025-04-27,생활용품,6599
2025-04-27,식품/신선,4987
2025-04-27,전자/가전,2638
2025-04-27,패션/잡화,7053
2025-04-28,도서/문구,3344
2025-04-28,생활용품,9987
2025-04-28,식품/신선,8559
2025-04-28,전자/가전,4138
2025-04-28,패션/잡화,10667
2025-04-29,도서/문구,3127
2025-04-29,생활용품,9275
2025-04-29,식품/신선,8141
2025-04-29,전자/가전,3809
2025-04-29,패션/잡화,9960
2025-04-30,도서/문구,2911
2025-04-30,생활용품,8672
2025-04-30,식품/신선,7481
2025-04-30,전자/가전,3385
2025-04-30,패션/잡화,9216
2025-05-01,도서/문구,3337
2025-05-01,생활용품,9725
2025-05-01,식품/신선,7679
2025-05-01,전자/가전,3995
2025-05-01,패션/잡화,8716
2025-05-02,도서/문구,3251
2025-05-02,생활용품,9943
2025-05-02,식품/신선,7668
2025-05-02,전자/가전,4094
2025-05-02,패션/잡화,8684
2025-05-03,도서/문구,2640
2025-05-03,생활용품,7714
2025-05-03,식품/신선,6131
2025-05-03,전자/가전,3194
2025-05-03,패션/잡화,6932
2025-05-04,도서/문구,2480
2025-05-04,생활용품,7470
2025-05-04,식품/신선,5722
2025-05-04,전자/가전,2982
2025-05-04,패션/잡화,6768
2025-05-05,도서/문구,2691
2025-05-05,생활용품,8122
2025-05-05,식품/신선,6943
2025-05-05,전자/가전,3295
2025-05-05,패션/잡화,7203
2025-05-06,도서/문구,3473
2025-05-06,생활용품,10790
2025-05-06,식품/신선,9151
2025-05-06,전자/가전,4219
2025-05-06,패션/잡화,9352
2025-05-07,도서/문구,3164
2025-05-07,생활용품,9612
2025-05-07,식품/신선,8329
2025-05-07,전자/가전,4033
2025-05-07,패션/잡화,8690
2025-05-08,도서/문구,3097
2025-05-08,생활용품,9494
2025-05-08,식품/신선,7319
2025-05-08,전자/가전,3774
2025-05-08,패션/잡화,8440
2025-05-09,도서/문구,3400
2025-05-09,생활용품,9803
2025-05-09,식품/신선,7629
2025-05-09,전자/가전,3960
2025-05-09,패션/잡화,8934
2025-05-10,도서/문구,2514
2025-05-10,생활용품,7840
2025-05-10,식품/신선,5964
2025-05-10,전자/가전,3165
2025-05-10,패션/잡화,6961
2025-05-11,도서/문구,2548
2025-05-11,생활용품,7741
2025-05-11,식품/신선,5989
2025-05-11,전자/가전,3231
2025-05-11,패션/잡화,6979
2025-05-12,도서/문구,3708
2025-05-12,생활용품,11319
2025-05-12,식품/신선,9653
2025-05-12,전자/가전,4631
2025-05-12,패션/잡화,9948
2025-05-13,도서/문구,3501
2025-05-13,생활용품,10267
2025-05-13,식품/신선,9133
2025-05-13,전자/가전,4257
2025-05-13,패션/잡화,9247
2025-05-14,도서/문구,3271
2025-05-14,생활용품,9630
2025-05-14,식품/신선,8505
2025-05-14,전자/가전,3868
2025-05-14,패션/잡화,8519
2025-05-15,도서/문구,3041
2025-05-15,생활용품,9322
2025-05-15,식품/신선,7311
2025-05-15,전자/가전,3818
2025-05-15,패션/잡화,8507
2025-05-16,도서/문구,3267
2025-05-16,생활용품,9837
2025-05-16,식품/신선,7561
2025-05-16,전자/가전,3904
2025-05-16,패션/잡화,8652
2025-05-17,도서/문구,2542
2025-05-17,생활용품,7715
2025-05-17,식품/신선,5993
2025-05-17,전자/가전,3110
2025-05-17,패션/잡화,6758
2025-05-18,도서/문구,2433
2025-05-18,생활용품,7298
2025-05-18,식품/신선,5608
2025-05-18,전자/가전,3001
2025-05-18,패션/잡화,6504
2025-05-19,도서/문구,3634
2025-05-19,생활용품,11174
2025-05-19,식품/신선,9511
2025-05-19,전자/가전,4415
2025-05-19,패션/잡화,9871
2025-05-20,도서/문구,3587
2025-05-20,생활용품,10401
2025-05-20,식품/신선,9076
2025-05-20,전자/가전,4153
2025-05-20,패션/잡화,9189
2025-05-21,도서/문구,3309
2025-05-21,생활용품,10043
2025-05-21,식품/신선,8768
2025-05-21,전자/가전,4043
2025-05-21,패션/잡화,8895
2025-05-22,도서/문구,3104
2025-05-22,생활용품,9301
2025-05-22,식품/신선,7371
2025-05-22,전자/가전,3828
2025-05-22,패션/잡화,8222
2025-05-23,도서/문구,3306
2025-05-23,생활용품,9705
2025-05-23,식품/신선,7695
2025-05-23,전자/가전,3923
2025-05-23,패션/잡화,8682
2025-05-24,도서/문구,2612
2025-05-24,생활용품,7649
2025-05-24,식품/신선,5968
2025-05-24,전자/가전,3181
2025-05-24,패션/잡화,6728
2025-05-25,도서/문구,2369
2025-05-25,생활용품,7326
2025-05-25,식품/신선,5587
2025-05-25,전자/가전,3021
2025-05-25,패션/잡화,6435
2025-05-26,도서/문구,3768
2025-05-26,생활용품,11222
2025-05-26,식품/신선,9553
2025-05-26,전자/가전,4508
2025-05-26,패션/잡화,9831
2025-05-27,도서/문구,3367
2025-05-27,생활용품,10320
2025-05-27,식품/신선,9110
2025-05-27,전자/가전,4135
2025-05-27,패션/잡화,9308
2025-05-28,도서/문구,3067
2025-05-28,생활용품,9476
2025-05-28,식품/신선,8346
2025-05-28,전자/가전,3863
2025-05-28,패션/잡화,8376
2025-05-29,도서/문구,3103
2025-05-29,생활용품,9397
2025-05-29,식품/신선,7215
2025-05-29,전자/가전,3841
2025-05-29,패션/잡화,8284
2025-05-30,도서/문구,3236
2025-05-30,생활용품,9701
2025-05-30,식품/신선,7601
2025-05-30,전자/가전,3976
2025-05-30,패션/잡화,8685
2025-05-31,도서/문구,2532
2025-05-31,생활용품,7473
2025-05-31,식품/신선,5851
2025-05-31,전자/가전,3133
2025-05-31,패션/잡화,6763
2025-06-01,도서/문구,2204
2025-06-01,생활용품,6833
2025-06-01,식품/신선,5349
2025-06-01,전자/가전,2714
2025-06-01,패션/잡화,6007
2025-06-02,도서/문구,3236
2025-06-02,생활용품,9747
2025-06-02,식품/신선,8413
2025-06-02,전자/가전,3896
2025-06-02,패션/잡화,8936
2025-06-03,도서/문구,3031
2025-06-03,생활용품,9107
2025-06-03,식품/신선,7840
2025-06-03,전자/가전,3710
2025-06-03,패션/잡화,8055
2025-06-04,도서/문구,2831
2025-06-04,생활용품,8272
2025-06-04,식품/신선,7369
2025-06-04,전자/가전,3390
2025-06-04,패션/잡화,7404
2025-06-05,도서/문구,2713
2025-06-05,생활용품,8105
2025-06-05,식품/신선,6410
2025-06-05,전자/가전,3407
2025-06-05,패션/잡화,7218
2025-06-06,도서/문구,2876
2025-06-06,생활용품,8631
2025-06-06,식품/신선,6688
2025-06-06,전자/가전,3379
2025-06-06,패션/잡화,7517
2025-06-07,도서/문구,2221
2025-06-07,생활용품,6800
2025-06-07,식품/신선,5292
2025-06-07,전자/가전,2673
2025-06-07,패션/잡화,5923
2025-06-08,도서/문구,2131
2025-06-08,생활용품,6398
2025-06-08,식품/신선,5017
2025-06-08,전자/가전,2563
2025-06-08,패션/잡화,5614
2025-06-09,도서/문구,3226
2025-06-09,생활용품,9636
2025-06-09,식품/신선,8449
2025-06-09,전자/가전,3945
2025-06-09,패션/잡화,8491
2025-06-10,도서/문구,3012
2025-06-10,생활용품,9013
2025-06-10,식품/신선,7828
2025-06-10,전자/가전,3619
2025-06-10,패션/잡화,8005
2025-06-11,도서/문구,2794
2025-06-11,생활용품,8684
2025-06-11,식품/신선,7588
2025-06-11,전자/가전,3525
2025-06-11,패션/잡화,7710
2025-06-12,도서/문구,2764
2025-06-12,생활용품,8147
2025-06-12,식품/신선,6390
2025-06-12,전자/가전,3293
2025-06-12,패션/잡화,7236
2025-06-13,도서/문구,2729
2025-06-13,생활용품,8407
2025-06-13,식품/신선,6522
2025-06-13,전자/가전,3460
2025-06-13,패션/잡화,7331
2025-06-14,도서/문구,2178
2025-06-14,생활용품,6758
2025-06-14,식품/신선,5293
2025-06-14,전자/가전,2640
2025-06-14,패션/잡화,5888
2025-06-15,도서/문구,2174
2025-06-15,생활용품,6384
2025-06-15,식품/신선,4934
2025-06-15,전자/가전,2472
2025-06-15,패션/잡화,5614
2025-06-16,도서/문구,3173
2025-06-16,생활용품,9608
2025-06-16,식품/신선,8247
2025-06-16,전자/가전,3886
2025-06-16,패션/잡화,8471
2025-06-17,도서/문구,3008
2025-06-17,생활용품,8958
2025-06-17,식품/신선,7715
2025-06-17,전자/가전,3584
2025-06-17,패션/잡화,7934
2025-06-18,도서/문구,2727
2025-06-18,생활용품,8231
2025-06-18,식품/신선,7165
2025-06-18,전자/가전,3240
2025-06-18,패션/잡화,7234
2025-06-19,도서/문구,2753
2025-06-19,생활용품,7961
2025-06-19,식품/신선,6293
2025-06-19,전자/가전,3393
2025-06-19,패션/잡화,7253
2025-06-20,도서/문구,2821
2025-06-20,생활용품,8181
2025-06-20,식품/신선,6461
2025-06-20,전자/가전,3311
2025-06-20,패션/잡화,7452
2025-06-21,도서/문구,2316
2025-06-21,생활용품,7045
2025-06-21,식품/신선,5412
2025-06-21,전자/가전,2857
2025-06-21,패션/잡화,6191
2025-06-22,도서/문구,2089
2025-06-22,생활용품,6189
2025-06-22,식품/신선,4843
2025-06-22,전자/가전,2523
2025-06-22,패션/잡화,5555
2025-06-23,도서/문구,3116
2025-06-23,생활용품,9627
2025-06-23,식품/신선,8260
2025-06-23,전자/가전,3907
2025-06-23,패션/잡화,8546
2025-06-24,도서/문구,2972
2025-06-24,생활용품,8883
2025-06-24,식품/신선,7693
