region_name,product_category,order_count,baseline_order_volume,peak_order_volume,peak_order_ratio,risk_score,risk_level,business_action
마포구,생활용품,1873,1498.4,2247.6,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
마포구,식품/신선,1517,1213.6000000000001,1820.3999999999999,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
마포구,전자/가전,705,564.0,846.0,1.5,1.5,High,피크 대응 안전재고 확대
마포구,패션/잡화,1768,1414.4,2121.6,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
서대문구,도서/문구,328,262.40000000000003,393.59999999999997,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
서대문구,생활용품,1178,942.4000000000001,1413.6,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
서대문구,식품/신선,942,753.6,1130.3999999999999,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
서대문구,전자/가전,413,330.40000000000003,495.59999999999997,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
서대문구,패션/잡화,1099,879.2,1318.8,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
서초구,도서/문구,625,500.0,750.0,1.5,1.5,High,피크 대응 안전재고 확대
서초구,생활용품,2099,1679.2,2518.7999999999997,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
서초구,식품/신선,1700,1360.0,2040.0,1.5,1.5,High,피크 대응 안전재고 확대
서초구,전자/가전,791,632.8000000000001,949.1999999999999,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
서초구,패션/잡화,1962,1569.6000000000001,2354.4,1.5,1.5,High,피크 대응 안전재고 확대
성동구,도서/문구,348,278.40000000000003,417.59999999999997,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
성동구,생활용품,1237,989.6,1484.3999999999999,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
성동구,식품/신선,1003,802.4000000000001,1203.6,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
성동구,전자/가전,433,346.40000000000003,519.6,1.5,1.5,High,피크 대응 안전재고 확대
성동구,패션/잡화,1175,940.0,1410.0,1.5,1.5,High,피크 대응 안전재고 확대
성북구,도서/문구,478,382.40000000000003,573.6,1.5,1.5,High,피크 대응 안전재고 확대
성북구,생활용품,1621,1296.8000000000002,1945.1999999999998,1.4999999999999996,1.4999999999999996,High,피크 대응 안전재고 확대
성북구,식품/신선,1304,1043.2,1564.8,1.5,1.5,High,피크 대응 안전재고 확대
성북구,전자/가전,583,466.40000000000003,699.6,1.5,1.5,High,피크 대응 안전재고 확대
성북구,패션/잡화,1515,1212.0,1818.0,1.5,1.5,High,피크 대응 안전재고 확대
송파구,도서/문구,1183,946.4000000000001,1419.6,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
송파구,생활용품,3734,2987.2000000000003,4480.8,1.5,1.5,High,피크 대응 안전재고 확대
송파구,식품/신선,3052,2441.6,3662.4,1.5,1.5,High,피크 대응 안전재고 확대
송파구,전자/가전,1459,1167.2,1750.8,1.5,1.5,High,피크 대응 안전재고 확대
송파구,패션/잡화,3514,2811.2000000000003,4216.8,1.5,1.5,High,피크 대응 안전재고 확대
양천구,도서/문구,533,426.40000000000003,639.6,1.5,1.5,High,피크 대응 안전재고 확대
양천구,생활용품,1766,1412.8000000000002,2119.2,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
양천구,식품/신선,1439,1151.2,1726.8,1.5,1.5,High,피크 대응 안전재고 확대
양천구,전자/가전,658,526.4,789.6,1.5,1.5,High,피크 대응 안전재고 확대
양천구,패션/잡화,1646,1316.8000000000002,1975.1999999999998,1.4999999999999996,1.4999999999999996,High,피크 대응 안전재고 확대
영등포구,도서/문구,559,447.20000000000005,670.8,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
영등포구,생활용품,1827,1461.6000000000001,2192.4,1.5,1.5,High,피크 대응 안전재고 확대
영등포구,식품/신선,1478,1182.4,1773.6,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
영등포구,전자/가전,681,544.8000000000001,817.1999999999999,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
영등포구,패션/잡화,1732,1385.6000000000001,2078.4,1.5,1.5,High,피크 대응 안전재고 확대
용산구,도서/문구,241,192.8,289.2,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
용산구,생활용품,933,746.4000000000001,1119.6,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
용산구,식품/신선,742,593.6,890.4,1.5,1.5,High,피크 대응 안전재고 확대
용산구,전자/가전,309,247.20000000000002,370.8,1.5,1.5,High,피크 대응 안전재고 확대
용산구,패션/잡화,880,704.0,1056.0,1.5,1.5,High,피크 대응 안전재고 확대
은평구,도서/문구,511,408.8,613.1999999999999,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
은평구,생활용품,1750,1400.0,2100.0,1.5,1.5,High,피크 대응 안전재고 확대
은평구,식품/신선,1420,1136.0,1704.0,1.5,1.5,High,피크 대응 안전재고 확대
은평구,전자/가전,648,518.4,777.6,1.5,1.5,High,피크 대응 안전재고 확대
은평구,패션/잡화,1643,1314.4,1971.6,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
종로구,도서/문구,210,168.0,252.0,1.5,1.5,High,피크 대응 안전재고 확대
종로구,생활용품,409,327.20000000000005,490.79999999999995,1.4999999999999996,1.4999999999999996,High,피크 대응 안전재고 확대
종로구,식품/신선,316,252.8,379.2,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
종로구,전자/가전,210,168.0,252.0,1.5,1.5,High,피크 대응 안전재고 확대
종로구,패션/잡화,390,312.0,468.0,1.5,1.5,High,피크 대응 안전재고 확대
중구,도서/문구,210,168.0,252.0,1.5,1.5,High,피크 대응 안전재고 확대
중구,생활용품,353,282.40000000000003,423.59999999999997,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
중구,식품/신선,276,220.8,331.2,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
중구,전자/가전,210,168.0,252.0,1.5,1.5,High,피크 대응 안전재고 확대
중구,패션/잡화,323,258.40000000000003,387.59999999999997,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
중랑구,도서/문구,368,294.40000000000003,441.59999999999997,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
중랑구,생활용품,1310,1048.0,1572.0,1.5,1.5,High,피크 대응 안전재고 확대
중랑구,식품/신선,1080,864.0,1296.0,1.5,1.5,High,피크 대응 안전재고 확대
중랑구,전자/가전,479,383.20000000000005,574.8,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
중랑구,패션/잡화,1242,993.6,1490.3999999999999,1.4999999999999998,1.4999999999999998,High,피크 대응 안전재고 확대
