warehouse_id,warehouse_name,region_name,product_category,expected_order_lines,expected_pick_units,avg_pick_pack_cycle_minutes,warehouse_capacity_units,warehouse_utilization,workload_risk_level,business_action
WH-01,서울MFC,강남구,생활용품,1,1.7333333333333334,0.8666666666666667,10000,0.00017333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8,0.9,10000,0.00018,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7666666666666666,0.8833333333333333,10000,0.00017666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4333333333333333,0.7166666666666667,10000,0.00014333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9,0.95,10000,0.00018999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4,0.7,10000,0.00014,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.3666666666666667,0.6833333333333333,10000,0.00013666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.2666666666666666,0.6333333333333333,10000,0.00012666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1666666666666665,1.0833333333333333,10000,0.00021666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1333333333333333,1.0666666666666667,10000,0.00021333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9,0.95,10000,0.00018999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.0,1.0,10000,0.0002,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,3.533333333333333,1.7666666666666666,10000,0.0003533333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,3.7666666666666666,1.8833333333333333,10000,0.00037666666666666664,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4333333333333333,0.7166666666666667,10000,0.00014333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.1666666666666667,0.5833333333333334,10000,0.00011666666666666668,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7666666666666666,0.8833333333333333,10000,0.00017666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4333333333333333,0.7166666666666667,10000,0.00014333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.066666666666667,1.0333333333333334,10000,0.00020666666666666668,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.033333333333333,1.0166666666666666,10000,0.00020333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,6.633333333333334,3.316666666666667,10000,0.0006633333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5666666666666667,0.7833333333333333,10000,0.00015666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.066666666666667,1.0333333333333334,10000,0.00020666666666666668,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7,0.85,10000,0.00016999999999999999,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5,0.75,10000,0.00015,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8333333333333333,0.9166666666666666,10000,0.00018333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6,0.8,10000,0.00016,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8666666666666667,0.9333333333333333,10000,0.00018666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.3333333333333335,1.1666666666666667,10000,0.00023333333333333336,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8,0.9,10000,0.00018,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.2333333333333334,1.1166666666666667,10000,0.00022333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.6,1.3,10000,0.00026000000000000003,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6333333333333333,0.8166666666666667,10000,0.00016333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,4.4,2.2,10000,0.00044,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8,0.9,10000,0.00018,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.2666666666666666,1.1333333333333333,10000,0.00022666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7333333333333334,0.8666666666666667,10000,0.00017333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9,0.95,10000,0.00018999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,3.966666666666667,1.9833333333333334,10000,0.0003966666666666667,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4,0.7,10000,0.00014,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.1666666666666667,0.5833333333333334,10000,0.00011666666666666668,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.2,0.6,10000,0.00011999999999999999,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7,0.85,10000,0.00016999999999999999,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7333333333333334,0.8666666666666667,10000,0.00017333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.2,0.6,10000,0.00011999999999999999,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9,0.95,10000,0.00018999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6666666666666667,0.8333333333333334,10000,0.00016666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,5.9,2.95,10000,0.00059,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7,0.85,10000,0.00016999999999999999,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9,0.95,10000,0.00018999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4,0.7,10000,0.00014,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7666666666666666,0.8833333333333333,10000,0.00017666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8,0.9,10000,0.00018,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5666666666666667,0.7833333333333333,10000,0.00015666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,10.1,5.05,10000,0.00101,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.3,1.15,10000,0.00022999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.2,1.1,10000,0.00022,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1,1.05,10000,0.00021,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5333333333333334,0.7666666666666667,10000,0.00015333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.3333333333333335,1.1666666666666667,10000,0.00023333333333333336,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.0,1.0,10000,0.0002,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,3.8,1.9,10000,0.00037999999999999997,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,5.0,2.5,10000,0.0005,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.3,0.65,10000,0.00013000000000000002,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5666666666666667,0.7833333333333333,10000,0.00015666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9,0.95,10000,0.00018999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7333333333333334,0.8666666666666667,10000,0.00017333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.3666666666666667,1.1833333333333333,10000,0.00023666666666666668,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6333333333333333,0.8166666666666667,10000,0.00016333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7,0.85,10000,0.00016999999999999999,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6666666666666667,0.8333333333333334,10000,0.00016666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8,0.9,10000,0.00018,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9333333333333333,0.9666666666666667,10000,0.00019333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,5.633333333333334,2.816666666666667,10000,0.0005633333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5,0.75,10000,0.00015,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,5.233333333333333,2.6166666666666667,10000,0.0005233333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,3.8,1.9,10000,0.00037999999999999997,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7666666666666666,0.8833333333333333,10000,0.00017666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,3.933333333333333,1.9666666666666666,10000,0.0003933333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9333333333333333,0.9666666666666667,10000,0.00019333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.2333333333333334,0.6166666666666667,10000,0.00012333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8666666666666667,0.9333333333333333,10000,0.00018666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.3666666666666667,0.6833333333333333,10000,0.00013666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.9,1.45,10000,0.00029,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.3,1.15,10000,0.00022999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1,1.05,10000,0.00021,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6,0.8,10000,0.00016,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.2,1.1,10000,0.00022,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6333333333333333,0.8166666666666667,10000,0.00016333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6333333333333333,0.8166666666666667,10000,0.00016333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.066666666666667,1.0333333333333334,10000,0.00020666666666666668,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.2,0.6,10000,0.00011999999999999999,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9333333333333333,0.9666666666666667,10000,0.00019333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9666666666666666,0.9833333333333333,10000,0.00019666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7333333333333334,0.8666666666666667,10000,0.00017333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.1333333333333333,0.5666666666666667,10000,0.00011333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7,0.85,10000,0.00016999999999999999,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5666666666666667,0.7833333333333333,10000,0.00015666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1333333333333333,1.0666666666666667,10000,0.00021333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.033333333333333,1.0166666666666666,10000,0.00020333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8,0.9,10000,0.00018,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5,0.75,10000,0.00015,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5333333333333334,0.7666666666666667,10000,0.00015333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5333333333333334,0.7666666666666667,10000,0.00015333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7333333333333334,0.8666666666666667,10000,0.00017333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6333333333333333,0.8166666666666667,10000,0.00016333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1666666666666665,1.0833333333333333,10000,0.00021666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.066666666666667,1.0333333333333334,10000,0.00020666666666666668,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6,0.8,10000,0.00016,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.0,1.0,10000,0.0002,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4,0.7,10000,0.00014,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9,0.95,10000,0.00018999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,10.4,5.2,10000,0.0010400000000000001,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,6.133333333333334,3.066666666666667,10000,0.0006133333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9,0.95,10000,0.00018999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7666666666666666,0.8833333333333333,10000,0.00017666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5,0.75,10000,0.00015,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.3333333333333335,1.1666666666666667,10000,0.00023333333333333336,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.2666666666666666,0.6333333333333333,10000,0.00012666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,5.533333333333333,2.7666666666666666,10000,0.0005533333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,3.8333333333333335,1.9166666666666667,10000,0.00038333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7,0.85,10000,0.00016999999999999999,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9333333333333333,0.9666666666666667,10000,0.00019333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1666666666666665,1.0833333333333333,10000,0.00021666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7666666666666666,0.8833333333333333,10000,0.00017666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.066666666666667,1.0333333333333334,10000,0.00020666666666666668,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6666666666666667,0.8333333333333334,10000,0.00016666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5,0.75,10000,0.00015,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5333333333333334,0.7666666666666667,10000,0.00015333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.2333333333333334,1.1166666666666667,10000,0.00022333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4,0.7,10000,0.00014,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4333333333333333,0.7166666666666667,10000,0.00014333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.9,0.95,10000,0.00018999999999999998,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,6.533333333333333,3.2666666666666666,10000,0.0006533333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.066666666666667,1.0333333333333334,10000,0.00020666666666666668,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1333333333333333,1.0666666666666667,10000,0.00021333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1333333333333333,1.0666666666666667,10000,0.00021333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.033333333333333,1.0166666666666666,10000,0.00020333333333333333,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,6.6,3.3,10000,0.00066,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4666666666666666,0.7333333333333333,10000,0.00014666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1666666666666665,1.0833333333333333,10000,0.00021666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7333333333333334,0.8666666666666667,10000,0.00017333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,3.6,1.8,10000,0.00036,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6,0.8,10000,0.00016,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.2,1.1,10000,0.00022,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5666666666666667,0.7833333333333333,10000,0.00015666666666666666,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.1,1.05,10000,0.00021,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.7,0.85,10000,0.00016999999999999999,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.5333333333333334,0.7666666666666667,10000,0.00015333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8,0.9,10000,0.00018,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,3.5,1.75,10000,0.00035,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.6333333333333333,0.8166666666666667,10000,0.00016333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.8333333333333333,0.9166666666666666,10000,0.00018333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,2.3333333333333335,1.1666666666666667,10000,0.00023333333333333336,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.4333333333333333,0.7166666666666667,10000,0.00014333333333333334,Low,고부하 시간대 인력 재배치
WH-01,서울MFC,강남구,생활용품,1,1.3,0.65,10000,0.00013000000000000002,Low,고부하 시간대 인력 재배치
