date_key,observed,trend,seasonal,residual,arima_fitted
2025-02-09,21846,26643.964285714286,-6369.27619047619,1571.3119047619039,
2025-02-10,33495,26675.285714285714,5736.0904761904785,1083.6238095238077,
2025-02-11,33276,26763.821428571428,3862.023809523809,2650.1547619047633,
2025-02-12,29048,26797.964285714286,804.3238095238084,1445.7119047619053,
2025-02-13,27943,26831.571428571428,-256.50952380952367,1367.9380952380961,
2025-02-14,29212,26884.25,1246.4904761904763,1081.2595238095237,
2025-02-15,23256,26925.071428571428,-5023.142857142855,1354.0714285714275,
2025-02-16,21939,26959.14285714286,-6369.27619047619,1349.1333333333314,
2025-02-17,33445,26977.64285714286,5736.0904761904785,731.2666666666628,
2025-02-18,31673,26937.678571428572,3862.023809523809,873.2976190476184,
2025-02-19,29179,26967.75,804.3238095238084,1406.9261904761916,
2025-02-20,28246,27008.785714285714,-256.50952380952367,1493.72380952381,
2025-02-21,30676,27099.428571428572,1246.4904761904763,2330.080952380951,
2025-02-22,22775,27129.321428571428,-5023.142857142855,668.8214285714275,
2025-02-23,22123,27166.428571428572,-6369.27619047619,1325.8476190476176,
2025-02-24,34360,27208.178571428572,5736.0904761904785,1415.730952380949,
2025-02-25,32231,27561.0,3862.023809523809,807.9761904761908,
2025-02-26,29442,27875.89285714286,804.3238095238084,761.7833333333328,
2025-02-27,28203,28172.5,-256.50952380952367,287.00952380952367,
2025-02-28,29385,28215.464285714286,1246.4904761904763,-76.95476190476256,
2025-03-01,25658,28284.75,-5023.142857142855,2396.392857142855,
2025-03-02,23486,28358.5,-6369.27619047619,1496.77619047619,
2025-03-03,36299,28464.964285714286,5736.0904761904785,2097.9452380952353,
2025-03-04,34059,28561.64285714286,3862.023809523809,1635.3333333333321,
2025-03-05,31329,28657.178571428572,804.3238095238084,1867.497619047619,
2025-03-06,29978,28742.25,-256.50952380952367,1492.2595238095237,
2025-03-07,30786,28797.85714285714,1246.4904761904763,741.6523809523824,
2025-03-08,24490,28851.35714285714,-5023.142857142855,661.7857142857138,
2025-03-09,23367,28905.678571428572,-6369.27619047619,830.5976190476176,
2025-03-10,36006,28995.35714285714,5736.0904761904785,1274.5523809523802,
2025-03-11,36107,29096.464285714286,3862.023809523809,3148.5119047619046,
2025-03-12,31698,29191.10714285714,804.3238095238084,1702.5690476190503,
2025-03-13,30066,29266.928571428572,-256.50952380952367,1055.5809523809512,
2025-03-14,31114,29334.85714285714,1246.4904761904763,532.6523809523824,
2025-03-15,24900,29393.571428571428,-5023.142857142855,529.5714285714275,
2025-03-16,23538,29450.678571428572,-6369.27619047619,456.5976190476176,
2025-03-17,36466,29558.571428571428,5736.0904761904785,1171.338095238094,
2025-03-18,34328,29653.39285714286,3862.023809523809,812.5833333333321,
2025-03-19,31861,29749.178571428572,804.3238095238084,1307.497619047619,
2025-03-20,30116,29815.964285714286,-256.50952380952367,556.5452380952374,
2025-03-21,32932,29896.535714285714,1246.4904761904763,1788.97380952381,
2025-03-22,25005,29976.178571428572,-5023.142857142855,51.964285714282596,
2025-03-23,23515,30025.89285714286,-6369.27619047619,-141.6166666666686,
2025-03-24,36454,30100.678571428572,5736.0904761904785,617.230952380949,
2025-03-25,34737,30190.178571428572,3862.023809523809,684.7976190476184,
2025-03-26,31550,30265.464285714286,804.3238095238084,480.2119047619053,
2025-03-27,30119,30333.89285714286,-256.50952380952367,41.61666666666497,
2025-03-28,31532,30410.571428571428,1246.4904761904763,-125.06190476190386,
2025-03-29,24800,30379.928571428572,-5023.142857142855,-556.7857142857174,
2025-03-30,23742,30389.071428571428,-6369.27619047619,-277.79523809523744,
2025-03-31,36525,30397.14285714286,5736.0904761904785,391.7666666666628,
2025-04-01,36217,30474.214285714286,3862.023809523809,1880.7619047619046,
2025-04-02,31410,30477.10714285714,804.3238095238084,128.56904761905025,
2025-04-03,30527,30496.714285714286,-256.50952380952367,286.79523809523744,
2025-04-04,31779,30532.178571428572,1246.4904761904763,0.33095238095120294,
2025-04-05,24753,30541.571428571428,-5023.142857142855,-765.4285714285725,
2025-04-06,23743,30555.0,-6369.27619047619,-442.7238095238099,
2025-04-07,36687,30579.321428571428,5736.0904761904785,371.58809523809396,
2025-04-08,34725,30529.964285714286,3862.023809523809,333.0119047619046,
2025-04-09,31642,30527.964285714286,804.3238095238084,309.7119047619053,
2025-04-10,30293,30536.071428571428,-256.50952380952367,13.438095238096139,
2025-04-11,32641,30590.60714285714,1246.4904761904763,803.9023809523824,
2025-04-12,24609,30580.214285714286,-5023.142857142855,-948.0714285714312,
2025-04-13,23473,30577.89285714286,-6369.27619047619,-735.6166666666686,
2025-04-14,36675,30585.35714285714,5736.0904761904785,353.5523809523802,
2025-04-15,34085,30576.678571428572,3862.023809523809,-353.70238095238165,
2025-04-16,31709,30571.25,804.3238095238084,333.42619047619155,
2025-04-17,30347,30579.5,-256.50952380952367,24.00952380952367,
2025-04-18,31222,30518.428571428572,1246.4904761904763,-542.9190476190488,
2025-04-19,25102,30521.89285714286,-5023.142857142855,-396.75000000000364,
2025-04-20,23540,30522.785714285714,-6369.27619047619,-613.5095238095237,
2025-04-21,38665,30601.75,5736.0904761904785,2327.1595238095215,
2025-04-22,34313,30586.60714285714,3862.023809523809,-135.63095238095048,
2025-04-23,31439,30582.64285714286,804.3238095238084,52.03333333333285,
2025-04-24,30483,30595.64285714286,-256.50952380952367,143.86666666666497,
2025-04-25,31188,30583.35714285714,1246.4904761904763,-641.8476190476176,
2025-04-26,24781,30582.678571428572,-5023.142857142855,-778.5357142857174,
2025-04-27,23458,30572.535714285714,-6369.27619047619,-745.2595238095237,
2025-04-28,36695,30578.60714285714,5736.0904761904785,380.3023809523802,
2025-04-29,34312,30510.571428571428,3862.023809523809,-60.59523809523671,
2025-04-30,31665,30519.678571428572,804.3238095238084,340.9976190476191,
2025-05-01,33452,30624.14285714286,-256.50952380952367,3084.366666666665,
2025-05-02,33640,30690.60714285714,1246.4904761904763,1702.9023809523824,
2025-05-03,26611,30756.964285714286,-5023.142857142855,877.1785714285688,
2025-05-04,25422,30816.928571428572,-6369.27619047619,974.3476190476176,
2025-05-05,28254,30515.75,5736.0904761904785,-7997.8404761904785,
2025-05-06,36985,30596.464285714286,3862.023809523809,2526.5119047619046,
2025-05-07,33828,30674.535714285714,804.3238095238084,2349.140476190478,
2025-05-08,32124,30739.928571428572,-256.50952380952367,1640.5809523809512,
2025-05-09,33726,30778.678571428572,1246.4904761904763,1700.8309523809512,
2025-05-10,26444,30844.214285714286,-5023.142857142855,622.9285714285688,
2025-05-11,26488,30951.89285714286,-6369.27619047619,1905.3833333333314,
2025-05-12,39259,31044.178571428572,5736.0904761904785,2478.730952380949,
2025-05-13,36405,31127.035714285714,3862.023809523809,1415.940476190477,
2025-05-14,33793,31201.464285714286,804.3238095238084,1787.2119047619053,
2025-05-15,31999,31260.464285714286,-256.50952380952367,995.0452380952374,
2025-05-16,33221,31331.85714285714,1246.4904761904763,642.6523809523824,
2025-05-17,26118,31368.14285714286,-5023.142857142855,-227.00000000000364,
2025-05-18,24844,31414.714285714286,-6369.27619047619,-201.43809523809614,
2025-05-19,38605,31412.571428571428,5736.0904761904785,1456.338095238094,
2025-05-20,36406,31487.321428571428,3862.023809523809,1056.6547619047633,
2025-05-21,35058,31616.571428571428,804.3238095238084,2637.104761904764,
2025-05-22,31826,31664.535714285714,-256.50952380952367,417.9738095238099,
2025-05-23,33311,31740.35714285714,1246.4904761904763,324.1523809523824,
2025-05-24,26138,31788.821428571428,-5023.142857142855,-627.6785714285725,
2025-05-25,24738,31834.535714285714,-6369.27619047619,-727.2595238095237,
2025-05-26,38882,31912.64285714286,5736.0904761904785,1233.2666666666628,
2025-05-27,36240,31981.5,3862.023809523809,396.4761904761908,
2025-05-28,33128,32033.75,804.3238095238084,289.92619047619155,
2025-05-29,31840,31976.178571428572,-256.50952380952367,120.3309523809512,
2025-05-30,33199,31960.428571428572,1246.4904761904763,-7.919047619048797,
2025-05-31,25752,31929.75,-5023.142857142855,-1154.607142857145,
2025-06-01,23107,31847.071428571428,-6369.27619047619,-2370.7952380952374,
2025-06-02,34228,32060.428571428572,5736.0904761904785,-3568.519047619051,
2025-06-03,31743,31873.214285714286,3862.023809523809,-3992.2380952380954,
2025-06-04,29266,31710.285714285714,804.3238095238084,-3248.609523809522,
2025-06-05,27853,31557.75,-256.50952380952367,-3448.2404761904763,
2025-06-06,29091,31392.214285714286,1246.4904761904763,-3547.7047619047626,
2025-06-07,22909,31265.964285714286,-5023.142857142855,-3333.821428571431,
2025-06-08,21723,31095.785714285714,-6369.27619047619,-3003.5095238095237,
2025-06-09,33747,30898.928571428572,5736.0904761904785,-2888.019047619051,
2025-06-10,31477,30722.928571428572,3862.023809523809,-3107.9523809523816,
2025-06-11,30301,30598.214285714286,804.3238095238084,-1101.5380952380947,
2025-06-12,27830,30449.321428571428,-256.50952380952367,-2362.811904761904,
2025-06-13,28449,30278.89285714286,1246.4904761904763,-3076.383333333335,
2025-06-14,22757,30158.85714285714,-5023.142857142855,-2378.7142857142862,
2025-06-15,21578,30042.214285714286,-6369.27619047619,-2094.938095238096,
2025-06-16,33385,29855.785714285714,5736.0904761904785,-2206.8761904761923,
2025-06-17,31199,29669.821428571428,3862.023809523809,-2332.8452380952367,
2025-06-18,28597,29439.071428571428,804.3238095238084,-1646.395238095236,
2025-06-19,27653,29290.035714285714,-256.50952380952367,-1380.52619047619,
2025-06-20,28226,29108.428571428572,1246.4904761904763,-2128.919047619049,
2025-06-21,23821,29025.678571428572,-5023.142857142855,-181.5357142857174,
2025-06-22,21199,28899.285714285714,-6369.27619047619,-1331.0095238095237,
2025-06-23,33456,28705.5,5736.0904761904785,-985.5904761904785,
2025-06-24,31194,28525.285714285714,3862.023809523809,-1193.309523809523,
2025-06-25,28335,28354.10714285714,804.3238095238084,-823.4309523809497,
2025-06-26,27065,28183.571428571428,-256.50952380952367,-862.0619047619039,
2025-06-27,28441,28013.64285714286,1246.4904761904763,-819.133333333335,
2025-06-28,22508,27897.785714285714,-5023.142857142855,-366.6428571428587,
2025-06-29,21200,27829.678571428572,-6369.27619047619,-260.4023809523824,
2025-06-30,32682,27774.464285714286,5736.0904761904785,-828.5547619047647,
2025-07-01,32382,27797.285714285714,3862.023809523809,722.690476190477,
2025-07-02,28243,27760.75,804.3238095238084,-322.07380952380845,
2025-07-03,26912,27727.14285714286,-256.50952380952367,-558.633333333335,
2025-07-04,27656,27675.89285714286,1246.4904761904763,-1266.383333333335,
2025-07-05,21967,27642.25,-5023.142857142855,-652.1071428571449,
2025-07-06,20901,27612.89285714286,-6369.27619047619,-342.6166666666686,
2025-07-07,32642,27573.428571428572,5736.0904761904785,-667.519047619051,
2025-07-08,30712,27546.10714285714,3862.023809523809,-696.1309523809505,
2025-07-09,27755,27455.178571428572,804.3238095238084,-504.5023809523809,
2025-07-10,26852,27420.25,-256.50952380952367,-311.74047619047633,
2025-07-11,29068,27442.35714285714,1246.4904761904763,379.1523809523824,
2025-07-12,21873,27410.785714285714,-5023.142857142855,-514.6428571428587,
2025-07-13,20748,27381.14285714286,-6369.27619047619,-263.8666666666686,
2025-07-14,32192,27338.535714285714,5736.0904761904785,-882.6261904761923,
2025-07-15,30487,27313.10714285714,3862.023809523809,-688.1309523809505,
2025-07-16,27955,27290.178571428572,804.3238095238084,-139.50238095238092,
2025-07-17,26492,27248.714285714286,-256.50952380952367,-500.20476190476256,
2025-07-18,27527,27223.75,1246.4904761904763,-943.2404761904763,
2025-07-19,21806,27151.785714285714,-5023.142857142855,-322.6428571428587,
2025-07-20,20548,27128.535714285714,-6369.27619047619,-211.25952380952367,
2025-07-21,33727,27138.214285714286,5736.0904761904785,852.6952380952353,
2025-07-22,30039,27096.964285714286,3862.023809523809,-919.9880952380954,
2025-07-23,28135,27089.821428571428,804.3238095238084,240.85476190476402,
2025-07-24,26627,27074.178571428572,-256.50952380952367,-190.6690476190488,
2025-07-25,27490,27040.214285714286,1246.4904761904763,-796.7047619047626,
2025-07-26,21609,27008.10714285714,-5023.142857142855,-375.96428571428623,
2025-07-27,20416,26980.10714285714,-6369.27619047619,-194.8309523809512,
2025-07-28,31901,26952.214285714286,5736.0904761904785,-787.3047619047647,
2025-07-29,29621,26853.60714285714,3862.023809523809,-1094.6309523809505,
